,cuadrante,crime,date,hour,year,month,lat,lon,calle,int
12324,P-1.1.2,ROBO DE VEHICULO AUTOMOTOR S.V.,14/07/2016,15:50,2016,7,19.320857,-99.267598,"De Caoba, Lomas de Chamontoya, Álvaro Obregón, CDMX, 01857, México",1
12325,P-1.1.8,ROBO DE VEHICULO AUTOMOTOR S.V.,14/07/2016,16:06,2016,7,19.332852,-99.233143,"La Angostura, Álvaro Obregón, CDMX, 01770, México",1
12400,P-1.4.2,ROBO DE VEHICULO AUTOMOTOR S.V.,15/07/2016,15:34,2016,7,19.361896,-99.187826,"Silvestre Revueltas, Guadalupe Inn, Álvaro Obregón, CDMX, 01020, México",1
12448,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,16/07/2016,02:04,2016,7,19.368352,-99.193203,"Dr. Enrique Cabrera, Torres de Mixcoac, Álvaro Obregón, CDMX, 01490, México",1
12449,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,16/07/2016,15:51,2016,7,19.366085,-99.198702,"Tacuba, Merced Gómez, Álvaro Obregón, CDMX, 01600, México",1
12492,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,17/07/2016,17:23,2016,7,19.366356,-99.233038,"Estribo, Garcimarrero, Álvaro Obregón, CDMX, 01510, México",1
12494,P-1.1.6,ROBO DE VEHICULO AUTOMOTOR S.V.,17/07/2016,16:51,2016,7,19.343548,-99.204719,"Ciclopista, La Herradura, Álvaro Obregón, CDMX, 01760, México",1
12586,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,19/07/2016,02:42,2016,7,19.367217,-99.217922,"Calzada de la Romeria, Mixcoac, Álvaro Obregón, CDMX, 01450, México",1
12588,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,19/07/2016,20:15,2016,7,19.395041,-99.198104,"Laminadora, Bosques 1a. Sección, Álvaro Obregón, CDMX, 01160, México",1
12589,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,19/07/2016,23:49,2016,7,19.374922,-99.195466,"Guido Reni, Alfonso XIII, Álvaro Obregón, CDMX, 01460, México",1
12639,P-3.5.5,ROBO DE VEHICULO AUTOMOTOR S.V.,19/07/2016,08:54,2016,7,19.402511,-99.196497,"5a Cerrada de Observatorio, COVE, Álvaro Obregón, CDMX, 01120, México",1
12651,P-1.5.2,ROBO DE VEHICULO AUTOMOTOR S.V.,20/07/2016,09:58,2016,7,19.382163,-99.224618,"Cañada del Río Pinto, La Cañada 1a. Sección, Álvaro Obregón, CDMX, 01269, México",1
12698,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,21/07/2016,11:44,2016,7,19.374873,-99.200531,"Rosa Negra, Alfalfar, Álvaro Obregón, CDMX, 01470, México",1
12749,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,22/07/2016,23:52,2016,7,19.370396,-99.248028,"Bernardo Quintana, La Loma, Álvaro Obregón, CDMX, 01260, México",1
12750,P-1.1.10,ROBO DE VEHICULO AUTOMOTOR S.V.,22/07/2016,10:50,2016,7,19.348931,-99.225931,"HSBC, Calzada de las Aguilas, Puente Colorado, Álvaro Obregón, CDMX, 01730, México",1
12802,P-1.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,23/07/2016,15:58,2016,7,19.388827,-99.205943,"Unidad Habitacional Santa Fe, Álvaro Obregón, CDMX, 01220, México",1
12849,P-1.2.6,ROBO DE VEHICULO AUTOMOTOR S.V.,24/07/2016,18:58,2016,7,19.378699,-99.215469,"Quetzal, Las Golondrinas 1a. Sección, Álvaro Obregón, CDMX, 01270, México",1
12850,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,24/07/2016,22:31,2016,7,19.388908,-99.190286,"0029, Lateral Periferico, Santa María Nonoalco, Álvaro Obregón, CDMX, 01420, México",1
12896,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,25/07/2016,21:01,2016,7,19.37626,-99.198753,"Giotto, Alfalfar, Álvaro Obregón, CDMX, 01470, México",1
13012,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,27/07/2016,00:08,2016,7,19.372138,-99.25895,"Vasco de Quiroga, Centro Comercial Lomas de Santa Fe, Álvaro Obregón, CDMX, 01219, México",1
13014,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,27/07/2016,17:57,2016,7,19.375095,-99.197581,"Tiziano, Alfalfar, Álvaro Obregón, CDMX, 01470, México",1
13016,P-1.4.5,ROBO DE VEHICULO AUTOMOTOR S.V.,27/07/2016,09:12,2016,7,19.348113,-99.183152,"Miguel Angel de Quevedo, Guadalupe Chimalistac, Álvaro Obregón, CDMX, 01050, México",1
13139,P-1.1.4,ROBO DE VEHICULO AUTOMOTOR S.V.,29/07/2016,13:42,2016,7,19.337669,-99.220154,"Los Milanesos, Avenida Torres Ixtapaltongo, Olivar de los Padres, Álvaro Obregón, CDMX, 01780, México",1
13193,P-1.2.10,ROBO DE VEHICULO AUTOMOTOR S.V.,30/07/2016,00:59,2016,7,19.365953,-99.210506,"5 de Mayo, Unidad Cañada del Olivar, Álvaro Obregón, CDMX, 01450, México",1
13195,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,30/07/2016,23:47,2016,7,19.395387,-99.192561,"General Felipe Ángeles, Bellavista, Álvaro Obregón, CDMX, 01140, México",1
13196,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,30/07/2016,09:14,2016,7,19.375457,-99.200169,"Rosa Negra, Alfalfar, Álvaro Obregón, CDMX, 01470, México",1
13240,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,31/07/2016,23:35,2016,7,19.370733,-99.219004,"Calle 29, calle 29 olivar del conde, Álvaro Obregón, CDMX, 01408, México",1
13275,S-3.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,31/07/2016,18:38,2016,7,19.32389,-99.226762,"Jenjibre Pastelería, Ciclopista, Miguel Hidalgo, Álvaro Obregón, CDMX, 01789, México",1
13310,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,01/08/2016,13:34,2016,8,19.39437,-99.197958,"Laminadora, Bosques 1a. Sección, Álvaro Obregón, CDMX, 01160, México",1
13364,O-3.6.8,ROBO DE VEHICULO AUTOMOTOR S.V.,01/08/2016,11:43,2016,8,19.258116,-99.018615,"Calle Álvaro Obregón, Las Ánimas, Xochimilco, CDMX, 16739, México",1
13366,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,02/08/2016,04:18,2016,8,19.393004,-99.194576,"Prolongación División del Norte, Ampliación Bosques 2a. Sección, Álvaro Obregón, CDMX, 01150, México",1
13499,S-3.1.1,ROBO DE VEHICULO AUTOMOTOR S.V.,03/08/2016,20:09,2016,8,19.316985,-99.22952,"Ciclopista, Miguel Hidalgo, Álvaro Obregón, CDMX, 01789, México",1
13591,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,05/08/2016,20:21,2016,8,19.379025,-99.225372,"Tomas Wilson, Álvaro Obregón Desarrollo Urbano, Álvaro Obregón, CDMX, 01278, México",1
13744,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,08/08/2016,05:35,2016,8,19.375914,-99.232877,"Avenida Juchique, Jalalpa Tepito 2a. Ampliación, Álvaro Obregón, CDMX, 01296, México",1
13745,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,08/08/2016,16:04,2016,8,19.395886,-99.19289,"Canario, Bellavista, Álvaro Obregón, CDMX, 01140, México",1
13747,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,08/08/2016,00:50,2016,8,19.37175,-99.235941,"Ébano, Garcimarrero Norte, Álvaro Obregón, CDMX, 01510, México",1
13748,P-1.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,08/08/2016,12:28,2016,8,19.386845,-99.203086,"Romanos, Primera Victoria Reacomodo, Álvaro Obregón, CDMX, 01160, México",1
13806,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,09/08/2016,19:15,2016,8,19.36596,-99.201868,"Iztapalapa, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
14173,P-1.2.10,ROBO DE VEHICULO AUTOMOTOR S.V.,15/08/2016,11:06,2016,8,19.365994,-99.205636,"Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
14259,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,16/08/2016,10:32,2016,8,19.38926,-99.193678,"Trustnet, Central, San Pedro de los Pinos, Álvaro Obregón, CDMX, 01180, México",1
14260,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,16/08/2016,12:45,2016,8,19.33952,-99.194639,"Campamento, Loreto, Álvaro Obregón, CDMX, 01090, México",1
14374,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,18/08/2016,11:01,2016,8,19.402052,-99.195526,"Poniente 81, COVE, Álvaro Obregón, CDMX, 01120, México",1
14375,P-1.5.6,ROBO DE VEHICULO AUTOMOTOR S.V.,18/08/2016,00:11,2016,8,19.357752,-99.239078,"Crisantemos, Tepeaca, Álvaro Obregón, CDMX, 01550, México",1
14457,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,19/08/2016,15:04,2016,8,19.380907,-99.192177,"Juan Bautista Jouvenet, Santa María Nonoalco, Álvaro Obregón, CDMX, 01420, México",1
14512,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,20/08/2016,18:25,2016,8,19.377148,-99.197243,"Juan Cousin, Sacramento, Álvaro Obregón, CDMX, 01420, México",1
14562,S-3.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,21/08/2016,11:39,2016,8,19.336813,-99.208397,"Queretaro, Progreso, Álvaro Obregón, CDMX, 01080, México",1
14609,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,22/08/2016,16:13,2016,8,19.373997,-99.19697,"Rosa de Castilla, Alfonso XIII, Álvaro Obregón, CDMX, 01460, México",1
14675,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,23/08/2016,12:35,2016,8,19.386454,-99.190943,"Cotsco San Antonio, Lateral Periferico, Santa María Nonoalco, Álvaro Obregón, CDMX, 01420, México",1
14676,P-1.4.5,ROBO DE VEHICULO AUTOMOTOR S.V.,23/08/2016,01:24,2016,8,19.344189,-99.187572,"Rafael Checa, Chimalistac, Álvaro Obregón, CDMX, 01070, México",1
14732,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,24/08/2016,23:18,2016,8,19.372297,-99.209228,"Anenecuilco, PEZ, Álvaro Obregón, CDMX, 01400, México",1
14800,P-1.2.9,ROBO DE VEHICULO AUTOMOTOR S.V.,25/08/2016,09:06,2016,8,19.369467,-99.198805,"Río Mixcoac, La Cascada, Álvaro Obregón, CDMX, 01490, México",1
14801,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,25/08/2016,10:59,2016,8,19.377217,-99.229052,"Avenida Puerto Mazatlán, Jalalpa Tepito 2a. Ampliación, Álvaro Obregón, CDMX, 01296, México",1
14912,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,27/08/2016,04:16,2016,8,19.339839,-99.202451,"Tlaxcala, Progreso, Álvaro Obregón, CDMX, 01080, México",1
14969,P-1.1.4,ROBO DE VEHICULO AUTOMOTOR S.V.,28/08/2016,18:56,2016,8,19.33697,-99.219183,"Avenida Torres Ixtapaltongo, Olivar de los Padres, Álvaro Obregón, CDMX, 01780, México",1
15129,P-1.5.7,ROBO DE VEHICULO AUTOMOTOR S.V.,31/08/2016,19:23,2016,8,19.35989,-99.235423,"Marabú, Valentín Gómez Farías, Álvaro Obregón, CDMX, 01550, México",1
15131,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,31/08/2016,18:42,2016,8,19.341111,-99.195367,"Río Chico, Tizapán, Álvaro Obregón, CDMX, 01090, México",1
15132,P-1.4.4,ROBO DE VEHICULO AUTOMOTOR S.V.,31/08/2016,22:29,2016,8,19.342707,-99.191677,"Arteaga, Residencial Antigua San Jacinto, Álvaro Obregón, CDMX, 01090, México",1
15189,P-1.1.5,ROBO DE VEHICULO AUTOMOTOR S.V.,01/09/2016,10:16,2016,9,19.360745,-99.199808,"Condor, Las Águilas, Álvaro Obregón, CDMX, 01710, México",1
15256,P-1.5.6,ROBO DE VEHICULO AUTOMOTOR S.V.,02/09/2016,03:07,2016,9,19.351518,-99.246495,"Residencial Tarango, Álvaro Obregón, CDMX, 01588, México",1
15330,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,03/09/2016,02:24,2016,9,19.36589,-99.204608,"5P, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
15333,P-1.1.6,ROBO DE VEHICULO AUTOMOTOR S.V.,03/09/2016,18:35,2016,9,19.340869,-99.205107,"Calle Puebla, Progreso, Álvaro Obregón, CDMX, 01080, México",1
15385,P-1.1.4,ROBO DE VEHICULO AUTOMOTOR S.V.,04/09/2016,02:09,2016,9,19.336326,-99.227145,"Avenida de las Torres, San José del Olivar, Álvaro Obregón, CDMX, 01770, México",1
15441,P-1.2.6,ROBO DE VEHICULO AUTOMOTOR S.V.,05/09/2016,11:16,2016,9,19.378677,-99.20037,"Alta Tensión, Minas de Cristo, Álvaro Obregón, CDMX, 01419, México",1
15507,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,06/09/2016,13:51,2016,9,19.392799,-99.211993,"Francisco Zarco, Liberales de 1857, Álvaro Obregón, CDMX, 01110, México",1
15605,P-1.2.9,ROBO DE VEHICULO AUTOMOTOR S.V.,07/09/2016,21:43,2016,9,19.37089,-99.200641,"Rosa Vulcano, Molino de Rosas, Álvaro Obregón, CDMX, 01470, México",1
15607,P-1.2.10,ROBO DE VEHICULO AUTOMOTOR S.V.,07/09/2016,14:37,2016,9,19.365892,-99.209782,"Bodega Aurrera Centenario, 5 de Mayo, Unidad Cañada del Olivar, Álvaro Obregón, CDMX, 01450, México",1
15681,P-1.5.7,ROBO DE VEHICULO AUTOMOTOR S.V.,08/09/2016,11:28,2016,9,19.360995,-99.222139,"5 de Mayo, Fraccionamiento Ex Hacienda Tarango, Álvaro Obregón, CDMX, 01618, México",1
15887,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,11/09/2016,16:20,2016,9,19.380135,-99.239341,"Pistache, Los Gamitos, Álvaro Obregón, CDMX, 01230, México",1
15944,S-1.2.1,ROBO DE VEHICULO AUTOMOTOR S.V.,12/09/2016,23:44,2016,9,19.362471,-99.180084,"Telmex, Barranca del Muerto, Álvaro Obregón, CDMX, 03810, México",1
16017,P-1.4.4,ROBO DE VEHICULO AUTOMOTOR S.V.,13/09/2016,11:56,2016,9,19.346836,-99.196345,"Gral. Marcial Lazcano, San Ángel Inn, Álvaro Obregón, CDMX, 01060, México",1
16026,P-1.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,13/09/2016,16:42,2016,9,19.386008,-99.202557,"Primera Victoria Reacomodo, Álvaro Obregón, CDMX, 01160, México",1
16045,P-1.4.1,ROBO DE VEHICULO AUTOMOTOR S.V.,13/09/2016,19:28,2016,9,19.348689,-99.196556,"Gral. Marcial Lazcano, San Ángel Inn, Álvaro Obregón, CDMX, 01060, México",1
16115,P-1.4.10,ROBO DE VEHICULO AUTOMOTOR S.V.,14/09/2016,14:28,2016,9,19.311578,-99.21093,"Boulevard de la Luz, Jardines del Pedregal, Álvaro Obregón, CDMX, 01900, México",1
16187,S-3.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,14/09/2016,15:21,2016,9,19.332132,-99.209332,"Popotla, Progreso Tizapán, Álvaro Obregón, CDMX, 01080, México",1
16258,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,16/09/2016,01:36,2016,9,19.366144,-99.204004,"Centenario, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
16259,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,16/09/2016,18:27,2016,9,19.376914,-99.231805,"La Mexicana 2a. Ampliación, Álvaro Obregón, CDMX, 01260, México",1
16343,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,18/09/2016,19:06,2016,9,19.377241,-99.254755,"Toks centro comercial Patio Santa fe, 200 Álvaro Obregón ,Zedec , Santa fe, Vasco de Quiroga, ZEDEC Santa Fe, Álvaro Obregón, CDMX, 45620, México",1
16344,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,18/09/2016,20:21,2016,9,19.366915,-99.199483,"Circuito 2, Merced Gómez, Álvaro Obregón, CDMX, 01600, México",1
16345,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,18/09/2016,23:39,2016,9,19.375678,-99.254189,"Vasco de Quiroga, ZEDEC Santa Fe, Álvaro Obregón, CDMX, 01219, México",1
16382,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,19/09/2016,23:55,2016,9,19.400894,-99.196108,"Poniente 83, COVE, Álvaro Obregón, CDMX, 01120, México",1
16387,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,19/09/2016,15:59,2016,9,19.375824,-99.253773,"Televisa Santa Fe, Fernando Espinosa Gutiérrez, ZEDEC Santa Fe, Álvaro Obregón, CDMX, 01219, México",1
16389,P-1.2.10,ROBO DE VEHICULO AUTOMOTOR S.V.,19/09/2016,10:52,2016,9,19.362822,-99.215196,"Loma Chica, Lomas de Tarango, Álvaro Obregón, CDMX, 01620, México",1
16451,O-2.3.1,ROBO DE VEHICULO AUTOMOTOR S.V.,19/09/2016,15:06,2016,9,19.376709,-99.041855,"Central de carga Cabeza de Juarez, Transportistas, Fraccionamiento Popular Álvaro Obregón, Iztapalapa, CDMX, 09230, México",1
16481,P-1.1.8,ROBO DE VEHICULO AUTOMOTOR S.V.,20/09/2016,15:07,2016,9,19.332539,-99.239218,"Ampliación Torres del Potrero, Álvaro Obregón, CDMX, 01840, México",1
16482,P-1.1.6,ROBO DE VEHICULO AUTOMOTOR S.V.,20/09/2016,19:26,2016,9,19.341483,-99.207008,"Veracruz, Progreso, Álvaro Obregón, CDMX, 01080, México",1
16487,P-1.4.3,ROBO DE VEHICULO AUTOMOTOR S.V.,20/09/2016,10:37,2016,9,19.355268,-99.180575,"Margaritas, Florida, Álvaro Obregón, CDMX, 01030, México",1
16550,P-1.1.4,ROBO DE VEHICULO AUTOMOTOR S.V.,21/09/2016,20:49,2016,9,19.338464,-99.232228,"Santa Clara, Encino Grande, Segunda Del Moral, Álvaro Obregón, CDMX, 01700, México",1
16610,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,22/09/2016,14:59,2016,9,19.392731,-99.205105,"24 de Febrero, Pólvora, Álvaro Obregón, CDMX, 01100, México",1
16611,P-1.1.5,ROBO DE VEHICULO AUTOMOTOR S.V.,22/09/2016,14:40,2016,9,19.349858,-99.204054,"Atlamaya, Álvaro Obregón, CDMX, 01760, México",1
16619,P-1.1.5,ROBO DE VEHICULO AUTOMOTOR S.V.,22/09/2016,16:03,2016,9,19.359681,-99.203387,"Las Águilas, Álvaro Obregón, CDMX, 01710, México",1
16681,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,23/09/2016,19:36,2016,9,19.366345,-99.224512,"3a Cerrada de los Corceles, Colinas del Sur, Álvaro Obregón, CDMX, 01430, México",1
16683,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,23/09/2016,03:49,2016,9,19.37218,-99.207588,"PEZ, Álvaro Obregón, CDMX, 01400, México",1
16721,O-2.1.14,ROBO DE VEHICULO AUTOMOTOR S.V.,23/09/2016,10:24,2016,9,19.372875,-99.038229,"A. Arrieta, Fraccionamiento Popular Álvaro Obregón, Iztapalapa, CDMX, 09230, México",1
16745,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,24/09/2016,19:28,2016,9,19.397,-99.196136,"Campo Florido, Bellavista, Álvaro Obregón, CDMX, 01140, México",1
16746,P-1.1.9,ROBO DE VEHICULO AUTOMOTOR S.V.,24/09/2016,23:22,2016,9,19.342,-99.2228,"Camino al Desierto de los Leones, La Herradura, Álvaro Obregón, CDMX, 01760, México",1
